,gunshot,NN
,wounds,NNS
,to,TO
,the,DT
,head,NN
,.,.
Sentence: 244,Tokyo,NNP
,and,CC
,Pyongyang,NNP
,are,VBP
,at,IN
,odds,NNS
,over,IN
,North,NNP
,Korea,NNP
,'s,POS
,nuclear,JJ
,weapons,NNS
,program,NN
,and,CC
,the,DT
,North,NNP
,'s,POS
,kidnapping,NN
,of,IN
,Japanese,JJ
,citizens,NNS
,in,IN
,the,DT
,1970s,NNS
,and,CC
,1980s,NNS
,.,.
Sentence: 272,One,CD
,of,IN
,the,DT
,passengers,NNS
,",",","
,French,JJ
,Foreign,NNP
,Trade,NNP
,Minister,NNP
,Anne-Marie,NNP
,Idrac,NNP
,",",","
,called,VBD
,it,PRP
,a,DT
,historic,JJ
,day,NN
,for,IN
,cooperation,NN
,between,IN
,France,NNP
,and,CC
,Iraq,NNP
,.,.
Sentence: 274,Aigle,NNP
,Azur,NNP
,is,VBZ
,just,RB
,one,CD
,of,IN
,a,DT
,number,NN
,of,IN
,airlines,NNS
,to,TO
,start,VB
,flying,VBG
,to,TO
,Baghdad,NNP
,.,.
Sentence: 277,The,DT
,Labor,NNP
,Department,NNP
,Friday,NNP
,issued,VBD
,a,DT
,report,NN
,that,WDT
,also,RB
,showed,VBD
,the,DT
,U.S.,NNP
,unemployment,NN
,rate,NN
,increased,VBD
,for,IN
,the,DT
,first,JJ
,time,NN
,in,IN
,three,CD
,months,NNS
,-,IN
,to,IN
,4.6,CD
,percent,NN
,.,.
Sentence: 279,Analysts,NNS
,say,VBP
,the,DT
,Department,NNP
,of,IN
,Labor,NNP
,report,NN
,will,MD
,help,VB
,ease,VB
,worries,NNS
,that,IN
,a,DT
,tight,JJ
,labor,NN
,market,NN
,will,MD
,significantly,RB
,inflate,VB
,wages,NNS
,and,CC
,costs,NNS
,.,.
Sentence: 293,China,NNP
,'s,POS
,communist,JJ
,government,NN
,allows,VBZ
,worship,NN
,only,RB
,in,IN
,state-approved,JJ
,and,CC
,state-monitored,JJ
,churches,NNS
,",",","
,temples,NNS
,and,CC
,mosques,NNS
,.,.
Sentence: 310,Because,IN
,he,PRP
,was,VBD
,playing,VBG
,in,IN
,exhibition,NN
,tournament,NN
,",",","
,the,DT
,loss,NN
,will,MD
,not,RB
,count,VB
,on,IN
,his,PRP$
,Association,NN
,of,IN
,Tennis,NNP
,Professionals,NNPS
,Tour,NNP
,record,NN
,.,.
Sentence: 313,The,DT
,European,NNP
,Space,NNP
,Agency,NNP
,says,VBZ
,it,PRP
,has,VBZ
,received,VBN
,the,DT
,first,JJ
,images,NNS
,and,CC
,scientific,JJ
,readings,NNS
,from,IN
,the,DT
,surface,NN
,of,IN
,Saturn,NNP
,'s,POS
,moon,NN
,Titan,NNP
,.,.
Sentence: 314,Officials,NNS
,at,IN
,agency,NN
,headquarters,NN
,in,IN
,Germany,NNP
,Friday,NNP
,say,VBP
,information,NN
,taken,VBN
,from,IN
,the,DT
,Huygens,NNP
,space,NN
,probe,NN
,show,VBP
,what,WP
,looks,VBZ
,like,IN
,drainage,NN
,channels,NNS
,on,IN
,the,DT
,moon,NN
,.,.
Sentence: 317,Scientists,NNS
,say,VBP
,the,DT
,information,NN
,from,IN
,Huygens,NNP
,-,:
,operated,VBN
,jointly,RB
,by,IN
,the,DT
,American,JJ
,",",","
,European,JJ
,and,CC
,Italian,JJ
,space,NN
,agencies,NNS
,-,:
,may,MD
,provide,VB
,clues,NNS
,about,IN
,how,WRB
,primitive,JJ
,Earth,NNP
,evolved,VBD
,into,IN
,a,DT
,life-bearing,JJ
,planet,NN
,.,.
Sentence: 323,Dr.,NNP
,Besigye,NNP
,still,RB
,faces,VBZ
,rape,NN
,charges,NNS
,",",","
,for,IN
,which,WDT
,a,DT
,civilian,JJ
,trial,NN
,began,VBD
,Monday,NNP
,.,.
Sentence: 351,They,PRP
,say,VBP
,the,DT
,island,NN
,is,VBZ
,well-suited,JJ
,for,IN
,the,DT
,project,NN
,because,IN
,of,IN
,its,PRP$
,proximity,NN
,to,TO
,the,DT
,equator,NN
,",",","
,which,WDT
,makes,VBZ
,it,PRP
,easier,JJR
,to,TO
,launch,VB
,satellites,NNS
,into,IN
,some,DT
,Earth,NNP
,orbits,NNS
,.,.
Sentence: 360,He,PRP
,fought,VBD
,extradition,NN
,to,TO
,France,NNP
,for,IN
,10,CD
,years,NNS
,.,.
Sentence: 405,The,DT
,state,NN
,news,NN
,agency,NN
,reported,VBD
,that,IN
,police,NNS
,had,VBD
,arrested,VBN
,eight,CD
,Sudanese,JJ
,men,NNS
,and,CC
,confiscated,VBN
,arms,NNS
,and,CC
,explosives,NNS
,.,.
Sentence: 407,Kenyan,JJ
,police,NNS
,have,VBP
,opened,VBN
,fire,NN
,at,IN
,hundreds,NNS
,of,IN
,people,NNS
,demonstrating,VBG
,against,IN
,cartoons,NNS
,depicting,VBG
,the,DT
,Prophet,NNP
,Muhammad,NNP
,",",","
,as,IN
,protests,NNS
,across,IN
,the,DT
,Muslim,NNP
,world,NN
,showed,VBD
,no,DT
,signs,NNS
,of,IN
,abating,VBG
,.,.
Sentence: 410,In,IN
,France,NNP
,",",","
,a,DT
,Muslim,NNP
,organization,NN
,-,IN
,the,DT
,French,JJ
,Council,NN
,of,IN
,the,DT
,Muslim,NNP
,Faith,NNP
,-,:
,said,VBD
,it,PRP
,was,VBD
,launching,VBG
,legal,JJ
,action,NN
,against,IN
,French,JJ
,newspapers,NNS
,that,WDT
,published,VBD
,the,DT
,cartoons,NNS
,",",","
,one,CD
,of,IN
,which,WDT
,depicts,VBZ
,the,DT
,Prophet,NNP
,Muhammad,NNP
,wearing,VBG
,a,DT
,turban,NN
,shaped,VBN
,like,IN
,a,DT
,bomb,NN
,.,.
Sentence: 412,The,DT
,death,NN
,toll,NN
,from,IN
,a,DT
,coal,NN
,mining,NN
,accident,NN
,in,IN
,northwestern,JJ
,China,NNP
,rose,VBD
,to,TO
,32,CD
,Wednesday,NNP
,after,IN
,searchers,NNS
,recovered,VBD
,the,DT
,body,NN
,of,IN
,the,DT
,last,JJ
,missing,JJ
,miner,NN
,.,.
Sentence: 430,Iran,NNP
,'s,POS
,hard-line,JJ
,Guardian,NNP
,Council,NNP
,has,VBZ
,approved,VBN
,a,DT
,bill,NN
,that,WDT
,would,MD
,block,VB
,United,NNP
,Nations,NNP
,inspections,NNS
,of,IN
,its,PRP$
,nuclear,JJ
,facilities,NNS
,and,CC
,allow,VB
,it,PRP
,to,TO
,resume,VB
,uranium,NN
,enrichment,NN
,if,IN
,it,PRP
,is,VBZ
,referred,VBN
,to,TO
,the,DT
,U.N.,NNP
,Security,NNP
,Council,NNP
,.,.
Sentence: 433,The,DT
,final,JJ
,step,NN
,will,MD
,be,VB
,President,NNP
,Mahmoud,NNP
,Ahmadinejad,NNP
,'s,POS
,signature,NN
,.,.
Sentence: 441,The,DT
,summit,NN
,was,VBD
,dominated,VBN
,by,IN
,the,DT
,political,JJ
,crisis,NN
,in,IN
,Zimbabwe,NNP
,",",","
,and,CC
,the,DT
,absence,NN
,of,IN
,Mr.,NNP
,Mwanawasa,NNP
,",",","
,a,DT
,critic,NN
,of,IN
,Zimbabwean,JJ
,President,NNP
,Robert,NNP
,Mugabe,NNP
,",",","
,was,VBD
,said,VBN
,to,TO
,hurt,VB
,attempts,NNS
,to,TO
,put,VB
,more,JJR
,pressure,NN
,on,IN
,Harare,NNP
,.,.
Sentence: 454,No,DT
,further,JJ
,details,NNS
,were,VBD
,released,VBN
,.,.
Sentence: 466,Philip,NNP
,Alston,NNP
,said,VBD
,he,PRP
,is,VBZ
,deeply,RB
,concerned,VBN
,by,IN
,the,DT
,October,NNP
,25,CD
,incident,NN
,.,.
Sentence: 485,James,NNP
,Obita,NNP
,",",","
,the,DT
,technical,JJ
,advisor,NN
,to,TO
,the,DT
,rebels,NNS
,',POS
,negotiating,VBG
,team,NN
,",",","
,tells,VBZ
,VOA,NNP
,the,DT
,rebels,NNS
,will,MD
,ask,VB
,for,IN
,the,DT
,suspension,NN
,when,WRB
,peace,NN
,talks,NNS
,with,IN
,the,DT
,Ugandan,JJ
,government,NN
,resume,VBP
,Thursday,NNP
,in,IN
,Juba,NNP
,",",","
,southern,JJ
,Sudan,NNP
,.,.
Sentence: 493,The,DT
,group,NN
,says,VBZ
,on,IN
,an,DT
,Islamist,JJ
,Web,NN
,site,NN
,it,PRP
,does,VBZ
,not,RB
,know,VB
,the,DT
,person,NN
,who,WP
,Iraqi,JJ
,authorities,NNS
,arrested,VBD
,last,JJ
,month,NN
,and,CC
,presented,VBN
,as,IN
,al-Baghdadi,NNP
,.,.
Sentence: 501,Some,DT
,human,JJ
,rights,NNS
,groups,NNS
,rejected,VBD
,the,DT
,changes,NNS
,for,IN
,not,RB
,going,VBG
,far,RB
,enough,RB
,",",","
,noting,VBG
,there,EX
,is,VBZ
,still,RB
,no,DT
,option,NN
,for,IN
,appeal,NN
,to,TO
,an,DT
,independent,JJ
,court,NN
,.,.
Sentence: 514,Coalition,NN
,troops,NNS
,in,IN
,Iraq,NNP
,have,VBP
,captured,VBN
,a,DT
,suspected,JJ
,al-Qaida,NNP
,terrorist,NN
,during,IN
,a,DT
,raid,NN
,on,IN
,the,DT
,home,NN
,of,IN
,a,DT
,senior,JJ
,Sunni,NNP
,Arab,NNP
,politician,NN
,",",","
,Adnan,NNP
,al-Dulaymi,NNP
,.,.
Sentence: 519,The,DT
,ban,NN
,on,IN
,pedestrians,NNS
,and,CC
,vehicles,NNS
,was,VBD
,expected,VBN
,to,TO
,remain,VB
,in,IN
,effect,NN
,until,IN
,Sunday,NNP
,.,.
Sentence: 522,Statements,NNS
,Wednesday,NNP
,say,VBP
,the,DT
,suspects,NNS
,were,VBD
,detained,VBN
,in,IN
,separate,JJ
,operations,NNS
,north,NN
,of,IN
,Baghdad,NNP
,in,IN
,Kirkuk,NNP
,province,NN
,",",","
,and,CC
,in,IN
,the,DT
,towns,NNS
,of,IN
,Tarmiyah,NNP
,and,CC
,Judaidah,NNP
,.,.
Sentence: 537,Top,JJ
,slots,NNS
,in,IN
,the,DT
,ministries,NNS
,of,IN
,industry,NN
,and,CC
,electricity,NN
,were,VBD
,also,RB
,filled,VBN
,",",","
,along,IN
,with,IN
,a,DT
,third,JJ
,deputy,NN
,prime,JJ
,minister,NN
,position,NN
,.,.
Sentence: 546,A,DT
,second,JJ
,Labor,NNP
,Department,NNP
,report,NN
,Thursday,NNP
,said,VBD
,productivity,NN
,-,IN
,a,DT
,measure,NN
,of,IN
,how,WRB
,much,RB
,an,DT
,employee,NN
,produces,VBZ
,per,IN
,hour,NN
,-,:
,rose,VBD
,more,JJR
,than,IN
,three,CD
,percent,NN
,for,IN
,the,DT
,last,JJ
,three,CD
,months,NNS
,of,IN
,2008,CD
,.,.
Sentence: 558,In,IN
,May,NNP
,",",","
,U.S.,NNP
,officials,NNS
,rejected,VBD
,a,DT
,Venezuelan,JJ
,request,NN
,for,IN
,his,PRP$
,arrest,NN
,",",","
,citing,VBG
,a,DT
,lack,NN
,of,IN
,evidence,NN
,against,IN
,the,DT
,Cuban,JJ
,exile,NN
,who,WP
,holds,VBZ
,Venezuelan,JJ
,citizenship,NN
,.,.
Sentence: 574,The,DT
,banned,VBN
,group,NN
,is,VBZ
,accused,VBN
,of,IN
,killing,VBG
,hundreds,NNS
,of,IN
,Pakistani,JJ
,Shi'ite,NNP
,Muslims,NNPS
,in,IN
,recent,JJ
,years,NNS
,and,CC
,is,VBZ
,believed,VBN
,to,TO
,have,VB
,links,NNS
,to,TO
,the,DT
,al-Qaida,NNP
,terrorist,NN
,network,NN
,.,.
Sentence: 586,Nevertheless,RB
,",",","
,Bolivia,NNP
,recorded,VBD
,the,DT
,highest,JJS
,growth,NN
,rate,NN
,in,IN
,South,NNP
,America,NNP
,that,DT
,year,NN
,.,.
Sentence: 590,Student,NN
,and,CC
,labor,NN
,unrest,NN
,during,IN
,the,DT
,1990s,NNS
,pressured,VBD
,King,NNP
,MSWATI,NNP
,III,NNP
,",",","
,the,DT
,world,NN
,'s,POS
,last,JJ
,absolute,JJ
,monarch,NN
,",",","
,to,TO
,grudgingly,RB
,allow,VB
,political,JJ
,reform,NN
,and,CC
,greater,JJR
,democracy,NN
,",",","
,although,IN
,he,PRP
,has,VBZ
,backslid,VBN
,on,IN
,these,DT
,promises,NNS
,in,IN
,recent,JJ
,years,NNS
,.,.
Sentence: 591,A,DT
,constitution,NN
,came,VBD
,into,IN
,effect,NN
,in,IN
,2006,CD
,",",","
,but,CC
,the,DT
,legal,JJ
,status,NN
,of,IN
,political,JJ
,parties,NNS
,remains,VBZ
,unclear,JJ
,.,.
Sentence: 599,Independence,NN
,was,VBD
,attained,VBN
,in,IN
,1962,CD
,.,.
Sentence: 600,The,DT
,country,NN
,is,VBZ
,one,CD
,of,IN
,the,DT
,most,RBS
,prosperous,JJ
,in,IN
,the,DT
,Caribbean,NNP
,thanks,NNS
,largely,RB
,to,TO
,petroleum,NN
,and,CC
,natural,JJ
,gas,NN
,production,NN
,and,CC
,processing,NN
,.,.
Sentence: 614,Recalled,VBN
,to,TO
,the,DT
,bedside,NN
,by,IN
,the,DT
,moans,NNS
,of,IN
,his,PRP$
,patient,NN
,",",","
,the,DT
,Kind-hearted,JJ
,Physician,NN
,administered,VBD
,a,DT
,stimulant,NN
,",",","
,a,DT
,tonic,JJ
,",",","
,and,CC
,a,DT
,nutrient,NN
,",",","
,and,CC
,went,VBD
,away,RB
,.,.
Sentence: 624,The,DT
,official,JJ
,Xinhua,NNP
,news,NN
,agency,NN
,says,VBZ
,investigators,NNS
,from,IN
,China,NNP
,'s,POS
,Health,NNP
,Ministry,NNP
,uncovered,VBD
,more,JJR
,than,IN
,200,CD
,cases,NNS
,of,IN
,hospital,NN
,staff,NN
,members,NNS
,buying,VBG
,and,CC
,selling,VBG
,medicine,NN
,for,IN
,personal,JJ
,profit,NN
,.,.
Sentence: 625,The,DT
,health,NN
,workers,NNS
,are,VBP
,said,VBN
,to,TO
,have,VB
,received,VBN
,$,$
,1.3,CD
,million,CD
,illegally,RB
,.,.
Sentence: 630,A,DT
,vault,NN
,built,VBN
,to,TO
,safeguard,VB
,seed,NN
,samples,NNS
,of,IN
,the,DT
,world,NN
,'s,POS
,important,JJ
,food,NN
,crops,NNS
,has,VBZ
,opened,VBN
,in,IN
,the,DT
,remote,JJ
,Norwegian,JJ
,archipelago,NN
,of,IN
,Svalbard,NNP
,.,.
Sentence: 631,Norway,NNP
,'s,POS
,Prime,JJ
,Minister,NN
,Jens,NNP
,Stoltenberg,NNP
,and,CC
,Nobel-Prize,NNP
,winning,VBG
,environmentalist,NN
,Wangari,NNP
,Maathai,NNP
,on,IN
,Tuesday,NNP
,placed,VBD
,the,DT
,first,JJ
,seeds,NNS
,inside,IN
,the,DT
,vault,NN
,",",","
,built,VBN
,in,IN
,caverns,NNS
,130,CD
,meters,NNS
,inside,IN
,a,DT
,frozen,JJ
,mountain,NN
,.,.
Sentence: 638,Wanted,VBN
,terrorist,JJ
,Abu,NNP
,Musab,NNP
,al-Zarqawi,NNP
,'s,POS
,group,NN
,(,LRB
,al-Qaida,NNP
,in,IN
,Iraq,NNP
,),RRB
,claimed,VBD
,responsibility,NN
,for,IN
,four,CD
,of,IN
,them,PRP
,",",","
,including,VBG
,one,CD
,outside,IN
,the,DT
,Australian,JJ
,embassy,NN
,.,.
Sentence: 639,The,DT
,U.S.,NNP
,military,NN
,reported,VBD
,at,IN
,least,JJS
,26,CD
,people,NNS
,were,VBD
,killed,VBN
,and,CC
,many,JJ
,others,NNS
,wounded,VBN
,in,IN
,those,DT
,blasts,NNS
,.,.
Sentence: 644,The,DT
,Israeli,JJ
,military,NN
,confirmed,VBD
,the,DT
,Thursday,NNP
,evening,NN
,helicopter,NN
,strike,NN
,near,IN
,the,DT
,Jabaliya,NNP
,refugee,NN
,camp,NN
,",",","
,saying,VBG
,it,PRP
,targeted,VBD
,an,DT
,Islamic,JJ
,Jihad,NN
,militant,NN
,.,.
Sentence: 646,They,PRP
,said,VBD
,three,CD
,other,JJ
,Islamic,NNP
,Jihad,NNP
,activists,NNS
,and,CC
,three,CD
,civilians,NNS
,were,VBD
,also,RB
,among,IN
,the,DT
,dead,NN
,",",","
,and,CC
,at,IN
,least,JJS
,15,CD
,people,NNS
,were,VBD
,wounded,VBN
,.,.
Sentence: 659,The,DT
,bomber,NN
,flights,NNS
,are,VBP
,to,TO
,remain,VB
,suspended,JJ
,until,IN
,investigators,NNS
,establish,VB
,the,DT
,cause,NN
,of,IN
,the,DT
,crash,NN
,.,.
Sentence: 662,Ukraine,NNP
,'s,POS
,navy,NN
,says,VBZ
,the,DT
,U.S.,NNP
,naval,JJ
,vessel,NN
,is,VBZ
,on,IN
,a,DT
,friendly,JJ
,visit,NN
,to,TO
,the,DT
,Black,NNP
,Sea,NNP
,and,CC
,is,VBZ
,not,RB
,taking,VBG
,part,NN
,in,IN
,any,DT
,military,JJ
,exercises,NNS
,.,.
Sentence: 676,Monday,NNP
,told,VBD
,Russian,JJ
,television,NN
,the,DT
,new,JJ
,version,NN
,of,IN
,the,DT
,Topol-M,NNP
,missile,NN
,is,VBZ
,capable,JJ
,of,IN
,penetrating,VBG
,multi-layered,JJ
,missile,NN
,defense,NN
,systems,NNS
,.,.
Sentence: 692,Last,JJ
,year,NN
,",",","
,"5,00,000",CD
,illegal,JJ
,aliens,NNS
,were,VBD
,caught,VBN
,in,IN
,Arizona,NNP
,.,.
Sentence: 701,The,DT
,remark,NN
,came,VBD
,a,DT
,day,NN
,after,IN
,Mr.,NNP
,Berlusconi,NNP
,traded,VBD
,insults,NNS
,in,IN
,a,DT
,political,JJ
,debate,NN
,with,IN
,his,PRP$
,chief,JJ
,political,JJ
,rival,NN
,",",","
,center-left,JJ
,leader,NN
,Romano,NNP
,Prodi,NNP
,.,.
Sentence: 746,The,DT
,new,JJ
,price,NN
,would,MD
,be,VB
,$,$
,95,CD
,per,IN
,1000,CD
,cubic,JJ
,meters,NNS
,",",","
,up,RB
,from,IN
,the,DT
,previous,JJ
,rate,NN
,of,IN
,$,$
,50,CD
,.,.
Sentence: 752,The,DT
,Chinese,JJ
,economy,NN
,is,VBZ
,growing,VBG
,at,IN
,a,DT
,rapid,JJ
,pace,NN
,",",","
,topping,VBG
,nine,CD
,percent,NN
,in,IN
,the,DT
,last,JJ
,two,CD
,years,NNS
,.,.
Sentence: 754,The,DT
,central,JJ
,bank,NN
,said,VBD
,the,DT
,growth,NN
,of,IN
,the,DT
,broad,JJ
,money,NN
,supply,NN
,rose,VBD
,nearly,RB
,19,CD
,percent,NN
,on,IN
,a,DT
,year-on-year,JJ
,basis,NN
,to,TO
,$,$
,3.9,CD
,trillion,CD
,by,IN
,the,DT
,end,NN
,of,IN
,March,NNP
,.,.
Sentence: 763,Scientists,NNS
,on,IN
,the,DT
,ship,NN
,say,VBP
,that,IN
,while,IN
,the,DT
,data,NNS
,will,MD
,not,RB
,help,VB
,predict,VB
,when,WRB
,earthquakes,NNS
,will,MD
,occur,VB
,",",","
,it,PRP
,could,MD
,help,VB
,in,IN
,warning,NN
,of,IN
,future,JJ
,tsunamis,NNS
,.,.
Sentence: 788,The,DT
,quarterly,JJ
,report,NN
,sent,VBN
,to,TO
,U.S.,NNP
,Congress,NNP
,based,VBD
,its,PRP$
,information,NN
,on,IN
,statistics,NNS
,from,IN
,the,DT
,U.S.,NNP
,Labor,NNP
,Department,NNP
,compiled,VBN
,from,IN
,workers,NNS
,',POS
,compensation,NN
,claims,NNS
,filed,VBN
,by,IN
,all,DT
,U.S.,NNP
,government,NN
,contractors,NNS
,.,.
Sentence: 790,Judge,NNP
,Victor,NNP
,Montiglio,NNP
,charged,VBD
,General,NNP
,Pinochet,NNP
,in,IN
,connection,NN
,with,IN
,the,DT
,kidnapping,NN
,and,CC
,disappearance,NN
,of,IN
,seven,CD
,people,NNS
,in,IN
,the,DT
,early,JJ
,years,NNS
,of,IN
